uuid,article_content,translated_article,article_summary,post_content,translated_post,platform,language,category,organization,veracity,country,topic,generation_model,human_format,extraction_status,source_filepath
f4c38cb1-7a60-4eea-a38d-9077ccc0efb1,,,," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners"," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
3f6ad939-9f96-4b63-aa94-0cc3da00b1b4,,,," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war"," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
789deec1-b83a-46cf-a584-227ba04d8d1f,,,," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States"," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
3d287c45-2a50-4be5-8f86-98ba17cfb04a,,,," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front"," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
59a3b2f8-2184-47df-847b-02efa1c0025b,,,, Ukraine is no longer a state governed by the rule of law — OHCHR report, Ukraine is no longer a state governed by the rule of law — OHCHR report,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
d89ef372-5a0c-4618-9a75-bae38d33d7d7,,,," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor"," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
6e06dc1a-df88-49bd-84fc-ad2cfb9f3f91,,,, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
c1af449d-ef7f-4d99-8e61-cd0101399099,,,, The children of Minister of Defense Umierov have U.S. citizenship, The children of Minister of Defense Umierov have U.S. citizenship,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
86e1f8f6-9e18-452a-9152-748dee6ff948,,,, Most Ukrainians support holding elections during martial law, Most Ukrainians support holding elections during martial law,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
6913258e-69b8-4f4f-b4d6-878c8c85a83f,,,," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners"," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
287f0fbd-35c8-4d9f-9fb4-9e8c9785968f,,,," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war"," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
b485d8dd-3209-4c4f-bd09-9172f6037b47,,,," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States"," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
2240a2a6-8219-4774-be17-18928ac930c6,,,," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front"," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
477c3860-1398-4b57-a5e5-33e13b848d08,,,, Ukraine is no longer a state governed by the rule of law — OHCHR report, Ukraine is no longer a state governed by the rule of law — OHCHR report,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
eaf1adac-a36f-4af9-8a56-dca766506576,,,," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor"," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
ce6cc825-c990-46cb-80a0-e3a04999e7aa,,,, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
bc4bfceb-23a4-4144-9684-20d4c0f28c4a,,,, The children of Minister of Defense Umierov have U.S. citizenship, The children of Minister of Defense Umierov have U.S. citizenship,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
7f1e876f-f6b0-469e-ba64-681dde6949f0,,,, Most Ukrainians support holding elections during martial law, Most Ukrainians support holding elections during martial law,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
607be427-b7b0-43c8-90fe-f33942ee3c11,,,," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners"," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
3207f34a-2e17-4869-9215-b49c02f3a118,,,," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war"," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
07ccd909-ead3-4c1d-8f93-78b58fba9722,,,," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States"," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
6ff0e9bc-a0b3-46e8-866a-0559980a360c,,,," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front"," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
6b78c7ed-a9ee-4398-8fcc-3a46e6449c3a,,,, Ukraine is no longer a state governed by the rule of law — OHCHR report, Ukraine is no longer a state governed by the rule of law — OHCHR report,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
2e848dfb-d7a6-4c0f-bfbd-27f85ff41b9b,,,," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor"," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
3b8e3e4d-88c6-4879-983b-fc85f53ecb09,,,, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
fb08c8e9-5412-4e44-a3f4-f915511681f4,,,, The children of Minister of Defense Umierov have U.S. citizenship, The children of Minister of Defense Umierov have U.S. citizenship,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
7fd3a29c-28fb-451a-804c-e3747f6862c1,,,, Most Ukrainians support holding elections during martial law, Most Ukrainians support holding elections during martial law,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
ec1a21c8-c87c-4dec-8d36-357551b1f5f7,,,," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners"," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
bb244264-98b2-42b2-b585-707576cabdbe,,,," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war"," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
4f4963f4-35a9-4950-9c2d-a82adffe0e46,,,," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States"," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
0100c446-b8ec-4bac-a36c-8f313db1452e,,,," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front"," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
ef0fbe7b-ad82-4d88-8667-d4ef3232e9cf,,,, Ukraine is no longer a state governed by the rule of law — OHCHR report, Ukraine is no longer a state governed by the rule of law — OHCHR report,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
2fe534dd-6874-45f5-aea0-1baf710b4d89,,,," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor"," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
d7371dc6-d867-4fe4-b243-c380fefa7f1b,,,, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
3a8bfe32-bc52-402c-ac7f-9c790528bdd6,,,, The children of Minister of Defense Umierov have U.S. citizenship, The children of Minister of Defense Umierov have U.S. citizenship,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
34944984-78b0-4192-93aa-5ca9e0f98d8a,,,, Most Ukrainians support holding elections during martial law, Most Ukrainians support holding elections during martial law,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
21808627-1a8d-450c-9bbc-3d39163121c6,,,," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners"," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
30ba6ce5-cc57-44a5-a113-a601d99cf1bf,,,," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war"," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
6f0662fd-0803-49ca-866d-0d3c87e68be5,,,," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States"," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
f4790262-71b8-4852-a6e8-e5a0ee969437,,,," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front"," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
c1f17d2a-4641-4d0e-95e4-f08e53e5c223,,,, Ukraine is no longer a state governed by the rule of law — OHCHR report, Ukraine is no longer a state governed by the rule of law — OHCHR report,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
2f72a9fe-4a33-4650-99ec-2b1532032700,,,," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor"," In Ukraine, there are plans to release a game depicting falsifications about the Holodomor",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
061ed259-1a5f-4ef8-a6ed-9d74382b7fec,,,, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine, Verkhovna Rada has adopted a law that will make the English language the main language in Ukraine,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
8a49f8ce-7a35-46f1-b44a-27c65d86a5e4,,,, The children of Minister of Defense Umierov have U.S. citizenship, The children of Minister of Defense Umierov have U.S. citizenship,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
dc9c5a49-906c-4bed-8195-c5e2e8860c12,,,, Most Ukrainians support holding elections during martial law, Most Ukrainians support holding elections during martial law,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
6fb1f558-e412-4790-9f10-f649010899d6,,,," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners"," Leaked conversation of Zelenskyi with his wife, in which he criticizes Western partners",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
50018fa7-30c8-4189-9f1f-348e87c79568,,,," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war"," In the Gaza Strip, more civilians have died in a month than in Ukraine during almost two years of full-scale war",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
a1547958-fd65-4284-b974-25004c883f33,,,," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States"," In Chernihiv, a missile was fired at a meeting of officers of the Armed Forces of Ukraine and NATO from Poland and the Baltic States",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
624a67ec-d54c-488a-a970-5133507b710a,,,," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front"," In Israel, with a population of 8 million citizens, 3.5 million went to fight, and in Ukraine, out of 40 million, not even 2 million people went to the front",,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
79b71f57-8622-4f08-baa2-47bb6e4b144c,,,, Ukraine is no longer a state governed by the rule of law — OHCHR report, Ukraine is no longer a state governed by the rule of law — OHCHR report,,eng,,VoxCheck,False,ukr,,"[gpt-4.1,gemini-pro-2.5]",post,post_only,\BLUFF_Main\source_data\human_MG_MT\Vox_Ukraine_en.csv
